2026-08-22 21:35:17 | INFO    | divar | کد تایید برای اکانت «web1» به 09121110000 ارسال شد
2026-08-22 21:43:11 | INFO    | divar | نخ مانیتور پایان یافت
2026-08-22 21:43:11 | INFO    | divar | تنظیمات ذخیره شد: telegram_bot_token, telegram_chat_id, phone_delay_sec, ip_daily_limit, sms_provider, sms_api_key
2026-08-22 21:43:11 | INFO    | divar | تنظیمات ذخیره شد: 
2026-08-22 21:43:11 | INFO    | divar | قالب پیام chat ذخیره شد
2026-08-22 21:43:11 | INFO    | divar | قالب پیام sms ذخیره شد
2026-08-22 21:45:12 | INFO    | divar | کد تایید برای اکانت «web1» به 09121110000 ارسال شد
2026-08-22 21:45:12 | INFO    | divar | اکانت «web1» با موفقیت لاگین شد (09121110000)
2026-08-22 21:45:12 | INFO    | divar | اکانت «web1» غیرفعال شد
2026-08-22 21:45:12 | INFO    | divar | اکانت «web1» آزاد شد
2026-08-22 21:45:12 | INFO    | divar | کلمات کلیدی اضافه شد: آپارتمان, تدریس, پرده
2026-08-22 21:45:12 | INFO    | divar | تنظیمات ذخیره شد: watch_interval_sec, phone_delay_sec, search_delay_sec, jitter_sec, per_account_daily_limit, ip_daily_limit, cooldown_on_block_min
2026-08-22 21:45:12 | INFO    | divar | کد تایید برای اکانت «run1» به 09121112222 ارسال شد
2026-08-22 21:45:12 | INFO    | divar | اکانت «run1» با موفقیت لاگین شد (09121112222)
2026-08-22 21:45:12 | INFO    | divar | کلمات کلیدی اضافه شد: ویلا
2026-08-22 21:45:12 | INFO    | divar | حالت «فقط آگهی‌های جدید» — سرنخ‌های قدیمی نادیده گرفته شدند
2026-08-22 21:45:12 | INFO    | divar | مانیتور شروع شد (3 کلمه کلیدی، حالت: فقط جدیدها)
2026-08-22 21:45:12 | INFO    | divar | مانیتور متوقف موقت شد
2026-08-22 21:45:12 | INFO    | divar | مانیتور ادامه یافت
2026-08-22 21:45:12 | INFO    | divar | دستور توقف مانیتور صادر شد
2026-08-22 21:45:13 | INFO    | divar | نخ مانیتور پایان یافت
2026-08-22 21:45:14 | INFO    | divar | حالت «موارد موجود هم گرفته شوند» فعال شد
2026-08-22 21:45:14 | INFO    | divar | مانیتور شروع شد (3 کلمه کلیدی، حالت: همه)
2026-08-22 21:45:14 | INFO    | divar | دستور توقف مانیتور صادر شد
2026-08-22 21:45:14 | INFO    | divar | نخ مانیتور پایان یافت
2026-08-22 21:45:14 | INFO    | divar | تنظیمات ذخیره شد: telegram_bot_token, telegram_chat_id, phone_delay_sec, ip_daily_limit, sms_provider, sms_api_key
2026-08-22 21:45:14 | INFO    | divar | تنظیمات ذخیره شد: 
2026-08-22 21:45:14 | INFO    | divar | قالب پیام chat ذخیره شد
2026-08-22 21:45:14 | INFO    | divar | قالب پیام sms ذخیره شد
2026-08-22 21:46:56 | INFO    | divar | کلمات کلیدی اضافه شد: آپارتمان تست, تدریس
2026-08-22 22:01:38 | INFO    | divar | کد تایید برای اکانت «web1» به 09121110000 ارسال شد
2026-08-22 22:01:38 | INFO    | divar | اکانت «web1» با موفقیت لاگین شد (09121110000)
2026-08-22 22:01:38 | INFO    | divar | اکانت «web1» غیرفعال شد
2026-08-22 22:01:38 | INFO    | divar | اکانت «web1» آزاد شد
2026-08-22 22:01:38 | INFO    | divar | کلمات کلیدی اضافه شد: آپارتمان, تدریس, پرده
2026-08-22 22:01:38 | INFO    | divar | تنظیمات ذخیره شد: watch_interval_sec, phone_delay_sec, search_delay_sec, jitter_sec, per_account_daily_limit, ip_daily_limit, cooldown_on_block_min
2026-08-22 22:01:38 | INFO    | divar | کد تایید برای اکانت «run1» به 09121112222 ارسال شد
2026-08-22 22:01:38 | INFO    | divar | اکانت «run1» با موفقیت لاگین شد (09121112222)
2026-08-22 22:01:38 | INFO    | divar | کلمات کلیدی اضافه شد: ویلا
2026-08-22 22:01:38 | INFO    | divar | حالت «فقط آگهی‌های جدید» — سرنخ‌های قدیمی نادیده گرفته شدند
2026-08-22 22:01:38 | INFO    | divar | مانیتور شروع شد (3 کلمه کلیدی، حالت: فقط جدیدها)
2026-08-22 22:01:39 | INFO    | divar | مانیتور متوقف موقت شد
2026-08-22 22:01:39 | INFO    | divar | مانیتور ادامه یافت
2026-08-22 22:01:39 | INFO    | divar | دستور توقف مانیتور صادر شد
2026-08-22 22:01:39 | INFO    | divar | نخ مانیتور پایان یافت
2026-08-22 22:01:40 | INFO    | divar | حالت «موارد موجود هم گرفته شوند» فعال شد
2026-08-22 22:01:40 | INFO    | divar | مانیتور شروع شد (3 کلمه کلیدی، حالت: همه)
2026-08-22 22:01:40 | INFO    | divar | دستور توقف مانیتور صادر شد
2026-08-22 22:01:40 | INFO    | divar | نخ مانیتور پایان یافت
2026-08-22 22:01:40 | INFO    | divar | تنظیمات ذخیره شد: telegram_bot_token, telegram_chat_id, phone_delay_sec, ip_daily_limit, sms_provider, sms_api_key
2026-08-22 22:01:40 | INFO    | divar | تنظیمات ذخیره شد: 
2026-08-22 22:01:40 | INFO    | divar | قالب پیام chat ذخیره شد
2026-08-22 22:01:40 | INFO    | divar | قالب پیام sms ذخیره شد
